item_id,features
11260,"Pacific Storm Allies, Lesta Studio, 2007"
65740,"Carrier Command: Gaea Mission, Bohemia Interactive, 2012"
65780,"ARMA: Gold Edition, Bohemia Interactive, 2011"
279720,"The I of the Dragon, Primal, 2004"
258520,"The Vanishing of Ethan Carter, The Astronauts, 2014"
63940,"Men of War: Vietnam, 1C Company, 2011"
40970,"Stronghold Crusader HD, FireFly Studios, 2002"
247000,"Talisman: Digital Edition, Nomad Games, 2014"
332570,"Amazing Frog?, Fayju, 2014"
345350,"LIGHTNING RETURNS™: FINAL FANTASY® XIII, Square Enix, 2015"
311870,"Super Trench Attack!, Retro Army Limited, 2014"
373180,"Kung Fury: Street Rage, Hello There AB, 2015"
15170,"Heroes of Might &amp; Magic V, Nival, 2006"
401810,"Poi, PolyKid, 2017"
288470,"Fable Anniversary, Lionhead Studios, 2014"
38420,"Fallout Tactics: Brotherhood of Steel, 14° East, 2001"
201210,"Pox Nora, Desert Owl Games LLC, 2014"
97330,"Magic: The Gathering - Duels of the Planeswalkers 2013, Stainless Games, 2012"
242640,"Styx: Master of Shadows, Cyanide Studio, 2014"
32350,"STAR WARS™ Starfighter™, LucasArts, 2002"
32470,"STAR WARS™ Empire at War - Gold Pack, Petroglyph, 2006"
219990,"Grim Dawn, Crate Entertainment, 2016"
255420,"Magic 2015 - Duels of the Planeswalkers, Stainless Games, 2014"
291650,"Pillars of Eternity, Obsidian Entertainment, 2015"
357330,"Space Beast Terror Fright, nornware AB, 2015"
6800,"Commandos: Behind Enemy Lines, Pyro Studios, 1998"
47920,"Shift 2 Unleashed, Slightly Mad Studios, 2011"
208500,"F1 2012™, Codemasters Birmingham, 2012"
202130,"Impire, Cyanide Montreal, 2013"
229870,"ShootMania Storm, Nadeo, 2013"
273840,"Stock Car Extreme, Reiza Studios, 2015"
95400,"ibb &amp; obb, Sparpweed,Codeglue, 2014"
216260,"Don Bradman Cricket 14, Big Ant Studios, 2014"
211440,"Adventures of Shuggy, Smudged Cat Games Ltd, 2012"
40950,"Stronghold HD, FireFly Studios, 2001"
397680,"FIREFIGHT RELOADED, Bitl,Cobalt-57, 2015"
286570,"F1 2015, Codemasters,Feral Interactive (Linux), 2015"
226580,"F1 2014, Codemasters, 2014"
262120,"Toy Soldiers: Complete, Signal Studios,Krome Studios, 2016"
340350,"Quintet, Carmine T. Guida, 2013"
356520,"Port of Call, Underdog Games, 2015"
352010,"Beach Bounce, BurstRay Games, 2015"
205060,"BIT.TRIP CORE, Gaijin Games, 2012"
266110,"Tower of Guns, Terrible Posture Games, 2014"
269770,"Secrets of Grindea, Pixel Ferrets, 2015"
286340,"FarSky, Farsky Interactive, 2014"
287580,"Pandora: First Contact, Proxy Studios, 2013"
293860,"White Noise Online, Milkstone Studios, 2014"
224820,"Super House of Dead Ninjas, Megadev, 2013"
244810,"Foul Play, Mediatonic,The Irregular Corporation, 2013"
251630,"The Impossible Game, Grip Games, 2014"
22120,"Penumbra: Black Plague Gold Edition, Frictional Games, 2009"
293900,"Pivvot, Fixpoint Productions Ltd., 2014"
297110,"Cosmic DJ, Gl33k, 2014"
327500,"Zenzizenzic, bitHuffel, 2015"
412400,"GASP, Dark Day Interactive, 2015"
7660,"X-COM: Apocalypse, MicroProse Software, Inc, 1997"
245390,"I Have No Mouth, and I Must Scream, Cyberdreams, 1996"
265750,"Secret Ponchos, Switchblade Monkeys Entertainment, 2015"
211740,"Thief™ II: The Metal Age, Looking Glass Studios, 2000"
276340,"My Riding Stables: Life with Horses, Sproing, 2014"
399790,"Destiny Warriors RPG, ninjalex, 2015"
416130,"Written in the Sky, Unwonted Studios, 2015"
285160,"LEGO® The Hobbit™, Traveller's Tales,Feral Interactive (Mac), 2014"
8000,"Tomb Raider: Anniversary, Crystal Dynamics,Feral Interactive (Mac), 2007"
233190,"Final Exam, Mighty Rocket Studio, 2013"
210870,"Cloudberry Kingdom™, Pwnee Studios, 2013"
252670,"Nihilumbra, BeautiFun Games, 2013"
324080,"Rising World, JIW-Games, 2014"
230840,"Daylight, Zombie Studios, 2014"
216110,"Tiny Troopers, Kukouri, 2012"
349720,"Audition Online, T3 Entertainment, 2007"
107800,"Rochard, Recoil Games, 2011"
208670,"Blades of Time, Gaijin Entertainment Corporation, 2012"
242820,"140, Carlsen Games, 2013"
280910,"T.E.C. 3001, Phoenix Game Studio, 2014"
23490,"Tropico 3, Haemimont Games, 2009"
2640,"Call of Duty: United Offensive, Gray Matter Studios, 2004"
297120,"Heavy Bullets, Terri Vellmann, 2014"
247240,"Volgarr the Viking, Crazy Viking Studios, 2013"
258200,"Talisman: Prologue, Nomad Games, 2013"
259680,"Tales of Maj'Eyal, Netcore Games, 2012"
263820,"EvilQuest, Chaosoft Games, 2014"
205990,"Warlock 2: The Exiled, Ino-Co Plus, 2014"
325090,"Deep Dungeons of Doom, Bossa Studios, 2014"
359800,"Copa Petrobras de Marcas, Reiza Studios, 2014"
205730,"Insanely Twisted Shadow Planet, Shadow Planet Productions, 2012"
227560,"Scourge: Outbreak, Tragnarion Studios, 2014"
10130,"TimeShift™, Saber Interactive, 2007"
12810,"Overlord II, Triumph Studios,Virtual Programming, 2009"
305960,"Dragon: The Game, Sky Drake Studios, 2014"
239250,"Castlevania: Lords of Shadow 2, MercurySteam, 2014"
345390,"King's Quest, The Odd Gentlemen, 2015"
73170,"Darkest Hour: A Hearts of Iron Game, Martin Ivanov, 2011"
274250,"OlliOlli, Roll7,General Arcade, 2014"
24870,"Need for Speed: Shift, Slightly Mad Studios, 2009"
98600,"Demolition Inc., Zeroscale, 2011"
220160,"Trials Evolution: Gold Edition, Redlynx Ltd,Ubisoft  Shanghaï, 2013"
11280,"Penguins Arena: Sedna's World, Frogames, 2008"
92300,"A.R.E.S.: Extinction Agenda, Extend Studio, 2011"
272060,"Serena, Senscape, 2014"
290730,"My Lands: Black Gem Hunting, Gravvit Ltd,Forbes  Consult Ltd, 2014"
313020,"Soul Gambler, Tlön Studios, 2013"
327410,"A Bird Story, Freebird Games, 2014"
336510,"Anno Online, Blue Byte, 2013"
346250,"The Old Tree, Red Dwarf Games, 2012"
274230,"RONIN, Tomasz Wacławek, 2015"
367450,"Poly Bridge, Dry Cactus, 2016"
209360,"All Zombies Must Die!: Scorepocalypse, Doublesix Games, 2012"
22180,"Penumbra Overture, Frictional Games, 2007"
207170,"Legend of Grimrock, Almost Human Games, 2012"
214630,"Call of Duty: Black Ops - Mac Edition, Aspyr, 2012"
313080,"The Masterplan, Shark Punch, 2015"
342150,"Games of Glory, Lightbulb Crew, 2017"
354640,"The Settlers Online, Blue Byte, 2010"
45300,"Wings of Prey, Gaijin Entertainment, 2009"
108500,"Vessel, Strange Loop Games, 2012"
207350,"Ys Origin, Nihon Falcom, 2012"
216910,"Of Orcs And Men, Cyanide Studio - Spiders Studios, 2012"
211180,"Unmechanical, Talawa Games, 2012"
203350,"King's Bounty: Warriors of the North, 1C-SoftClub, 2012"
228400,"Ace Combat Assault Horizon - Enhanced Edition, NAMCO, 2013"
227220,"Sang-Froid - Tales of Werewolves, Artifice Studio, 2013"
210550,"Angry Birds Space, Rovio Entertainment Ltd, 2013"
268400,"Panzer Corps, Flashback Games,The Lordz Games Studio, 2011"
312630,"OTTTD, SMG Studio, 2014"
339230,"ZOMBI, Straight Right, 2015"
9070,"DOOM 3 Resurrection of Evil, id Software, 2005"
12500,"PuzzleQuest: Challenge of the Warlords, Infinite Interactive, 2007"
251730,"Legend of Grimrock 2, Almost Human Games, 2014"
289520,"King's Bounty: Dark Side, 1C-SoftClub, 2014"
290340,"Armello, League of Geeks, 2015"
319050,"Chaos Reborn, Snapshot Games Inc., 2015"
241560,"The Crew™, Ivory Tower in collaboration with Ubisoft Reflections, 2014"
32200,"Metal Drift, Black Jacket Studios, 2009"
18820,"Zero Gear, Brian Cronin, 2010"
63800,"Delve Deeper, Lunar Giant, 2010"
46540,"Trapped Dead, Headup Games / Crenetic, 2011"
201510,"Flatout 3: Chaos &amp; Destruction, Team 6 Studios, 2011"
33130,"Zombie Shooter, Sigma Team Inc., 2007"
42170,"Krater, Fatshark, 2012"
207420,"Wizorb, Tribute Games Inc., 2012"
225640,"Sacred 2 Gold, Ascaron, 2012"
215710,"Fieldrunners 2, Subatomic Studios LLC, 2013"
209730,"R.A.W. Realms of Ancient War, Wizarbox, 2012"
292240,"Spy Fox 2 ""Some Assembly Required"", Humongous Entertainment, 1999"
292780,"Pajama Sam 2: Thunder and Lightning Aren't So Frightening, Humongous Entertainment, 1998"
226560,"Escape Dead Island, Fatshark, 2014"
272890,"Vertiginous Golf, Kinelco &amp; Lone Elk Creative, 2014"
319180,"Platypus II, Idigicon, 2007"
341000,"Mad Games Tycoon, Eggcode, 2016"
263200,"Signs of Life, Sweet Dog Studios, 2014"
283880,"Heroine's Quest: The Herald of Ragnarok, Crystal Shard, 2014"
290020,"LogicBots, Incandescent Games, 2017"
246070,"Hack 'n' Slash, Double Fine Productions, 2014"
307640,"Stick RPG 2: Director's Cut, XGen Studios, 2011"
12480,"9th Company: Roots Of Terror, Noviy Disk,Lesta Studios Inc, 2009"
412140,"Electric Highways, Zykov Eddy,Xitilon, 2015"
253370,"Axis Game Factory's AGFPRO v3, Axis Game Factory LLC, 2013"
286040,"Dead Effect, BadFly Interactive, a.s., 2014"
331440,"bit Dungeon II, KintoGames, 2014"
346560,"Hero of the Kingdom II, Lonely Troops, 2015"
57640,"Broken Sword: Director's Cut, Revolution Software Ltd, 2010"
249590,"Teslagrad, Rain Games, 2013"
243450,"Urban Trial Freestyle, Tate Multimedia, 2013"
259600,"Finding Teddy, Storybird, 2013"
262590,"Chuck's Challenge 3D, Niffler Ltd., 2014"
267340,"Beware Planet Earth, Lightmare Studio, 2014"
268220,"Meltdown, Phenomenon Games, 2014"
269330,"Chronology, Bedtime Digital Games, 2014"
278620,"TinyKeep, Phigames, 2014"
280040,"A Wizard's Lizard, Lost Decade Games, 2014"
290280,"Volt, Quantized Bit, 2014"
293740,"Road Not Taken, Spry Fox LLC, 2014"
297490,"Spy Chameleon - RGB Agent, Unfinished Pixel, 2014"
305380,"Blue Estate The Game, HE SAW, 2015"
311480,"Vertical Drop Heroes HD, Nerdook Productions, 2014"
319450,"Chariot, Frima Studio, 2014"
259410,"Sneaky Sneaky, Naiad Entertainment LLC, 2014"
317440,"Quantum Rush Champions, GameArt Studio GmbH, 2014"
339400,"Runestone Keeper, Blackfire Games, 2015"
342620,"It came from space, and ate our brains, Triangle Studios, 2015"
234920,"Dyscourse, Owlchemy Labs, 2015"
345180,"Victor Vran ARPG, Haemimont Games, 2015"
411560,"Reveal The Deep, Lazy Monday Games, 2015"
415030,"One More Dungeon, Stately Snail, 2015"
39800,"Nation Red, DiezelPower, 2010"
230190,"War for the Overworld, Brightrock Games, 2015"
252630,"Eldritch, Minor Key Games, 2013"
265120,"Meridian: New World, Elder Games, 2014"
310790,"Geometry Wars™ 3: Dimensions Evolved, Lucid Games,Aspyr (Mac &amp; Linux), 2014"
265330,"Gomo, Fishcow Studio, 2013"
385260,"Lamia Must Die, Tuomo Laine, 2014"
42920,"The Kings' Crusade, NeoCoreGames, 2010"
91800,"Cloning Clyde, Bacon Wrapped Games, 2011"
22450,"Hunted: The Demon’s Forge™, inXile Entertainment, 2011"
6980,"Thief: Deadly Shadows, Ion Storm, 2004"
237590,"R.I.P.D.: The Game, Old School Games, 2013"
252910,"Skyscraper Simulator, United Independent Entertainment GmbH,Actalogic, 2010"
258880,"Professional Farmer 2014, PlayWay S.A., 2013"
267610,"Woodcutter Simulator 2013, United Independent Entertainment GmbH, 2013"
273940,"Warehouse and Logistics Simulator, app2fun, 2014"
293760,"Automation - The Car Company Tycoon Game, Camshaft Software, 2015"
231910,"Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded, nFusion Interactive, 2013"
295770,"Rogue Shooter: The FPS Roguelike, Hippomancer, 2014"
271500,"Sniper Art of Victory, CI Games, 2008"
326720,"Instant Dungeon!, With The Love Studios, 2014"
384150,"TeraBlaster, Black Shell Games, 2015"
323720,"Decay: The Mare, Shining Gate Software, 2015"
291930,"Industry Empire, Actalogic, 2014"
232890,"Stronghold Crusader 2, FireFly Studios, 2014"
293840,"Cult of the Wind, North of Earth, 2014"
41740,"Cargo! The Quest for Gravity, Ice-Pick Lodge, 2011"
248350,"Omegalodon, North of Earth, 2012"
319560,"Reprisal Universe, electrolyte, 2014"
211280,"Primal Fears, DnS Development, 2013"
262550,"Gunman Clive, Hörberg Productions, 2014"
65730,"Take On Helicopters, Bohemia Interactive, 2011"
32340,"LOOM™, LucasArts, 1990"
294650,"Putt-Putt® Goes to the Moon, Humongous Entertainment, 1993"
283920,"Putt-Putt® Joins the Parade, Humongous Entertainment, 1992"
200150,"Battle Chess: Game of Kings™, Olde Sküül,Sculptured Software, 2015"
330570,"Noct, C3SK, 2015"
209520,"Mini Motor Racing EVO, The Binary Mill, 2013"
19000,"Silent Hill Homecoming, Double Helix Games, 2008"
281410,"Ubersoldier II, Burut CT, 2008"
221680,"Rocksmith® 2014 Edition - Remastered, Ubisoft - San Francisco, 2016"
343270,"Disillusions Manga Horror, StephenAllen, 2013"
212700,"Party of Sin, Crankshaft Games, 2012"
270090,"//N.P.P.D. RUSH//- The milk of Ultraviolet, Rail Slave Games, 2014"
342970,"Pixel Survivors, Sachonski,Renamilanesi,Sith, 2016"
253690,"Tiny Brains, Spearhead Games, 2013"
255300,"Journey of a Roach, Koboldgames,Daedalic Entertainment, 2013"
237760,"Intake, Cipher Prime Studios, 2013"
279260,"Richard &amp; Alice, Owl Cave, 2014"
291910,"Firefighters 2014, VIS - Visual Imagination Software, 2014"
305920,"Another Perspective, ShaunJS, 2014"
342740,"Samudai, Geek Sloth Games, 2015"
343780,"Cat Goes Fishing, Cat5Games, 2015"
353560,"Plug &amp; Play, Mario von Rickenbach,Michael Frei, 2015"
385270,"Jet Racing Extreme, Real Dynamics, 2015"
209370,"Analogue: A Hate Story, Love Conquers All Games, 2012"
239700,"Hate Plus, Love Conquers All Games, 2013"
37600,"Windosill, Vectorpark, Inc., 2009"
263340,"Continue?9876543210, Jason Oda, 2014"
282400,"SuperPower 2 Steam Edition, GolemLabs, 2004"
25010,"Lugaru HD, Wolfire Games, 2005"
326150,"Death Skid Marks, Studio Whisky Tango Inc., 2014"
327950,"Sword of the Samurai, MicroProse Software, Inc, 1989"
351900,"Pregnancy, Locomotivah, 2015"
7510,"X-Blades, Gaijin Entertainment, 2009"
275610,"Warhammer 40,000: Kill Team, Nomad Games, 2014"
391720,"Layers of Fear, Bloober Team SA, 2016"
8340,"Strong Bad's Cool Game for Attractive People: Season 1, Telltale Games, 2008"
284140,"Majestic Nights, Epiphany Games, 2014"
351050,"Cricket Captain 2015, Childish Things, 2015"
358290,"Hocus Pocus, Moonlite Software, 1994"
358960,"Canabalt, Finji,Kittehface Software, 2015"
39190,"Dungeon Siege, Gas Powered Games, 2002"
207930,"Sacred Citadel, Southend, 2013"
369400,"Let the Cat in, Eforb, 2015"
311400,"OCEAN CITY RACING: Redux, OCR Dev Team,Onur Uça, 2016"
299780,"Noir Syndrome, Glass Knuckle Games, 2014"
299540,"Heroes Rise: The Prodigy, Choice of Games, 2012"
342560,"Airships: Conquer the Skies, David Stark, 2015"
400110,"Else Heart.Break(), Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar ""Ratvader"" Rydelius,Johannes Gotlén, 2015"
397550,"Deus Ex: Revision, Ion Storm, 2015"
33520,"Tropico Reloaded, PopTop Software,BreakAway Games,Frog City Software, 2009"
257170,"Rebuild 3: Gangs of Deadsville, Northway Games,Sarah Northway, 2015"
263300,"BlazBlue: Calamity Trigger, Arc System Works, 2014"
344770,"fault - milestone two side:above, ALICE IN DISSONANCE, 2015"
345370,"TyranoBuilder Visual Novel Studio, STRIKEWORKS, 2015"
347830,"Fairy Fencer F, Idea Factory,Compile Heart, 2015"
234330,"Marvel Puzzle Quest, Demiurge Studios, 2013"
279160,"Ultionus: A Tale of Petty Revenge, Last Dimension, 2014"
290650,"Time Ramesside (A New Reckoning), Panzer Gaming Studios, 2015"
339470,"Retention, Sometimes You, 2015"
269250,"WORLD END ECONOMiCA episode.01, Spicy Tails, 2014"
326480,"If My Heart Had Wings, MoeNovel, 2013"
313010,"Cities XXL, Focus Home Interactive, 2015"
99400,"Garshasp: The Monster Slayer, Dead Mage, 2011"
224900,"Iron Sky: Invasion, Reality Pump, 2012"
218040,"Democracy 2, Positech Games, 2007"
260130,"Agarest: Generations of War Zero, Idea Factory, 2014"
222660,"Retro/Grade, 24 Caret Games, 2013"
7840,"Death Track®: Resurrection, Sky Fallen, 2009"
33670,"Disciples III - Renaissance Steam Special Edition, Akella,.dat, 2010"
22650,"Alien Breed 2: Assault, Team17 Digital Ltd, 2010"
326670,"Warhammer Quest, Rodeo Games,Twistplay, 2015"
344740,"CRYPTARK, Alientrap, 2017"
226960,"Ironclad Tactics, Zachtronics, 2013"
296970,"Renowned Explorers: International Society, Abbey Games, 2015"
327670,"Ironcast, Dreadbit, 2015"
277460,"Praetorians, Pyro Studios, 2003"
300300,"Ichi, Stolen Couch Games, 2014"
357070,"UBERMOSH, Walter Machado, 2015"
406080,"Ant War: Domination, Anarchy Enterprises, 2015"
385530,"Астролорды: Облако Оорта, Aratog LLC, 2015"
392450,"Silver Creek Falls: Chapter 1, Sapphire Dragon Productions, 2015"
252070,"Gimbal, 8888888 LABS, 2013"
7730,"X-COM: Interceptor, MicroProse Software, Inc, 1998"
207430,"Hack, Slash, Loot, David Williamson, 2012"
262750,"GoD Factory: Wingmen, Nine Dots Studio, 2014"
246840,"FATE, WildTangent, 2005"
314230,"Rodina, Elliptic Games, 2014"
263020,"STARWHAL, Breakfall, 2014"
296490,"GemCraft - Chasing Shadows, Game in a Bottle, 2015"
327860,"Salt, Lavaboots Studios, 2014"
236690,"Blood Bowl 2, Cyanide Studios, 2015"
247580,"Magicka: Wizards of the Square Tablet, Ludosity, 2013"
1670,"Iron Warriors: T - 72 Tank Command, Strategy First, 2006"
261920,"Catzilla 4K - Advanced, ALLPlayer Group Ltd., 2014"
353270,"Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY, Idea Factory,Compile Heart,Felistella, 2015"
263420,"Probably Archery, South East Games, 2014"
39690,"ArcaniA, Spellbound Studios, 2010"
212410,"Inversion™, Saber Interactive, 2012"
322300,"The Repopulation, IF Studios, 2014"
237950,"UFO: Afterlight, Altar Games, 2007"
7860,"NecroVision, The Farm 51, 2009"
209690,"Fieldrunners, Subatomic Studios LLC, 2012"
263560,"Paper Sorcerer, Ultra Runaway Games, 2013"
353090,"Chicken Invaders 5, InterAction studios, 2015"
296240,"The Promised Land, Boolat Games,Alawar Entertainment, 2012"
98500,"Naval Warfare, Game Distillery s.r.o., 2011"
70640,"Worms, Team17 Digital Ltd, 1995"
60800,"Numen: Contest of Heroes, CINEMAX, s.r.o., 2010"
25830,"Knights of Honor, Black Sea Studios Ltd, 2005"
46350,"Real Warfare 1242, Unicorn Games Studio, 2010"
324570,"Halo: Spartan Strike, 343 Industries,Vanguard Games, 2014"
261700,"Eryi's Action, Xtal Sword, 2013"
256370,"MXGP - The Official Motocross Videogame, Milestone S.r.l., 2014"
221180,"Eufloria HD, Rudolf Kremers &amp; Alex May,Tuna, 2014"
363890,"RPG Maker MV, KADOKAWA,Yoji Ojima, 2015"
384980,"Battle for Blood - Epic battles within 30 seconds!, YFC games, 2015"
296150,"G-Ball, Genee Network, 2014"
256070,"Truck Racer, Kylotonn Entertainment, 2013"
283940,"Freddi Fish and The Case of the Missing Kelp Seeds, Humongous Entertainment, 1994"
294540,"Freddi Fish 3: The Case of the Stolen Conch Shell, Humongous Entertainment, 1998"
294570,"Freddi Fish 5: The Case of the Creature of Coral Cove, Humongous Entertainment, 2001"
298340,"FLASHOUT 2, Jujubee S.A., 2014"
284930,"Speed Kills, Holy Warp,Black Wing Foundation, 2014"
315600,"Ford Racing 3, Razorworks, 2005"
48110,"Silent Hunter 5®: Battle of the Atlantic, Ubisoft Romania, 2010"
15300,"Tom Clancy's Ghost Recon®, Red Storm Entertainment, 2001"
385890,"Golden Rush, Forbes Consult Ltd, 2015"
63610,"Riven: The Sequel to MYST, Cyan Worlds, 1997"
210170,"Spirits, Spaces of Play, 2012"
241320,"Ittle Dew, Ludosity, 2013"
251310,"Eleusis, Nocturnal works, 2013"
227600,"Castle of Illusion, SEGA Studios Australia,Feral Interactive (Mac), 2013"
259550,"Hero of the Kingdom, Lonely Troops, 2012"
263380,"Driftmoon, Ville Mönkkönen,Anne Mönkkönen, 2013"
289600,"Marauder, Apeiron, 2009"
304350,"Wildlife Park 2, b-alive gmbh, 2006"
305070,"FIST OF AWESOME, I Fight Bears, 2014"
328220,"Wild Season, Quickfire Games, 2015"
375910,"Anno 2205™, Blue Byte, 2015"
212030,"Kung Fu Strike - The Warrior's Rise, Qooc Software, 2012"
242130,"Vector Thrust, TimeSymmetry, 2015"
367120,"Seduce Me the Otome, Michaela Laws, 2015"
348380,"The Interview, Anothink, 2015"
337070,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s, Dimmdrive Inc., 2015"
292180,"X-Plane 10 Global - 64 Bit, Laminar Research, 2014"
248630,"Kingdoms Rise, Flyleap Studios Pty. Ltd., 2013"
246940,"Lords of the Black Sun, Arkavi Studios, 2014"
283660,"Rabbit Hole 3D: Steam Edition, Somi, 2014"
249550,"NEStalgia, Silk Games, 2014"
6310,"The Longest Journey, Funcom, 2000"
248410,"Legends of Aethereus, Three Gates, 2013"
352950,"Better Late Than DEAD, Odin Game Studio, 2016"
321980,"Hardland, Mountain Sheep, 2014"
383230,"Dungeon Souls, Lamina Studios,Mike Studios, 2016"
13600,"Prince of Persia®: The Sands of Time, Kudosoft, 2003"
318130,"Doom &amp; Destiny, Heartbit Interactive, 2011"
321960,"Might &amp; Magic® Heroes® VII, Limbic Entertainment, 2015"
409450,"The Fall of the Dungeon Guardians - Enhanced Edition, Mana Games, 2015"
203830,"The Dark Eye: Chains of Satinav, Daedalic Entertainment, 2012"
260750,"Neighbours from Hell Compilation, JoWooD Vienna, 2004"
233350,"Sudeki, Climax Studios, 2005"
287340,"Colin McRae Rally, Codemasters Digital, 2014"
293680,"Cinders, MoaCube, 2012"
310890,"Breach &amp; Clear: Deadline Rebirth (2016), Mighty Rabbit Studios,Gun Media, 2015"
358090,"D4: Dark Dreams Don’t Die -Season One-, Access Games, 2015"
15000,"Tom Clancy's Rainbow Six Lockdown™, Red Storm Entertainment, 2006"
19830,"Tom Clancy's Rainbow Six® 3 Gold, Red Storm Entertainment,Ubisoft Montreal, 2003"
327090,"Out of Reach, Space Boat Studios, 2015"
254480,"Obscure II (Obscure: The Aftermath), Hydravision Entertainment, 2008"
273500,"Over 9000 Zombies!, Loren Lemcke, 2015"
331600,"One Piece Pirate Warriors 3, KOEI TECMO GAMES CO., LTD., 2015"
336520,"Might &amp; Magic Heroes Online, Blue Byte, 2015"
397040,"Sphere III: Enchanted World, NIKITA ONLINE, 2015"
272600,"Detective Grimoire, SFB Games, 2014"
38210,"Roogoo, Spidermonk Entertainment, 2009"
313040,"Pixel Hunter, Lemondo Entertainment, 2014"
45710,"Dark Void™, Airtight Games, 2010"
45730,"Dark Void™ Zero, Other Ocean Interactive, 2010"
42890,"Sword of the Stars: Complete Collection, Kerberos Productions Inc., 2008"
11240,"Space Trader: Merchant Marine, Meridian4, 2008"
11340,"Larva Mortus, Meridian4, 2009"
245150,"The Novelist, Orthogonal Games, 2013"
251850,"Master Reboot, Wales Interactive, 2013"
355250,"STAR WARS™: TIE Fighter Special Edition, Totally Games, 1994"
254460,"Obscure, Hydravision Entertainment, 2005"
259170,"Alone in the Dark, Eden Games,Hydravision Entertainment, 2008"
277520,"Albedo: Eyes from Outer Space, Z4G0 and Ivan Venturi Productions, 2015"
342550,"Phantasmal: Survival Horror Roguelike, Eyemobi Ltd., 2016"
347670,"Karate Master 2 Knock Down Blow, Crian Soft, 2015"
405010,"Bitardia, varlamov5264, 2015"
418300,"Wick, Hellbent Games, 2015"
211780,"Conflict Desert Storm™, Pivotal Games, 2002"
239720,"PAC-MAN™ and the Ghostly Adventures, NAMCO BANDAI Games, 2013"
311140,"The Stalin Subway, Orion Games, 2006"
298030,"Total Annihilation, Cavedog Entertainment, 1997"
312750,"FINAL FANTASY IV, Square Enix,DotEmu SAS., 2014"
330390,"Grandia® II Anniversary Edition, GAME ARTS Co., Ltd.,SkyBox Labs, 2015"
269290,"liteCam Game: 100 FPS Game Capture, Rsupport Inc., 2014"
271360,"Industry Giant 2, Fancy Bytes, Reactor, 2015"
41600,"Earthworm Jim 3D, VIS Interactive, 1999"
331220,"Thief Town, Glass Knuckle Games, 2014"
321830,"Cavern Kings, Vine, 2014"
323380,"The Magic Circle, Question, 2015"
259720,"Fading Hearts, Sakura River Interactive, 2009"
293920,"Spirited Heart Deluxe, Winter Wolves, 2011"
286200,"ReignMaker, Frogdice, 2014"
366220,"Wurm Unlimited, Code Club AB, 2015"
244410,"Supreme Ruler 1936, BattleGoat Studios, 2014"
314980,"Supreme Ruler Ultimate, BattleGoat Studios, 2014"
4850,"Cossacks: Back to War, GSC Game World, 2002"
233370,"The Raven - Legacy of a Master Thief, KING Art, 2013"
269050,"Year Walk, Simogo, 2014"
351090,"Regency Solitaire, Grey Alien Games, 2015"
258760,"Scania Truck Driving Simulator, SCS Software, 2012"
208460,"Tryst, BlueGiant Interactive, 2012"
3800,"Advent Rising, GlyphX Games, 2005"
11230,"Gumboy Tournament, CINEMAX, s.r.o., 2008"
3050,"Xpand Rally Xtreme, Techland, 2006"
32770,"Joint Operations: Combined Arms Gold, NovaLogic, 2009"
12330,"Darkstar One, Ascaron Entertainment ltd., 2006"
72900,"Winter Voices, inner seas, 2010"
44200,"Galcon Fusion, Hassey Enterprises, Inc., 2010"
18120,"Unstoppable Gorg, Futuremark, 2012"
200050,"Naval War: Arctic Circle, Turbo Tape Games, 2012"
214130,"Aerofly FS 1 Flight Simulator, IPACS, 2012"
108200,"Ticket to Ride, Days of Wonder, 2012"
3710,"Judge Dredd: Dredd vs. Death, Rebellion, 2005"
235070,"Bad Bots, Point Five Projects, 2013"
243280,"Poöf, Arkedo, 2013"
240600,"MotoGP™13, Milestone S.r.l., 2013"
250520,"UnderRail, Stygian Software, 2015"
250640,"Croixleur Sigma, souvenir circ., 2014"
251370,"Escape Goat, MagicalTimeBean, 2012"
255260,"Pro Cycling Manager 2014, Cyanide Studio, 2014"
247140,"Soundodger+, Studio Bean, 2013"
258090,"99 Spirits, TORaIKI, 2013"
259740,"Nightmares from the Deep: The Cursed Heart, Artifex Mundi, 2012"
260160,"The Last Tinker™: City of Colors, Mimimi Productions, 2014"
217100,"Dementium II HD, Memetic Games, 2013"
263100,"9.03m, Space Budgie, 2013"
263320,"Saturday Morning RPG, Mighty Rabbit Studios, 2014"
263480,"Final Rush, Strike Games, 2014"
263680,"Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition, Semaphore, 2014"
263700,"Muffin Knight, Angry Mob Games, 2014"
263960,"Wyv and Keep: The Temple of the Lost Idol, A Jolly Corpse, 2014"
268260,"Let's Sing, Voxler Games, 2014"
270490,"The Forest of Doom, Tin Man Games, 2014"
279520,"Rage Runner, Hypercane Studios, 2014"
280010,"Gunjitsu, Decent Machine, 2015"
285480,"The Entente Gold, Lesta Studio, 2003"
285500,"Hard Truck Apocalypse / Ex Machina, Targem Games, 2005"
288370,"Strike Suit Zero: Director's Cut, Born Ready Games, 2014"
290990,"Flower Shop: Summer In Fairbrook, Winter Wolves, 2010"
293240,"Cosmochoria, Nate Schmold, 2015"
